Date,Pays,Filiäre,Valeur (Mt),;
"2019-01,""Allemagne"",""Biomasse"",,";
"2019-02,""Allemagne"",""Biomasse"",,";
"2019-03,""Allemagne"",""Biomasse"",,";
"2019-04,""Allemagne"",""Biomasse"",,";
"2019-05,""Allemagne"",""Biomasse"",,";
"2019-06,""Allemagne"",""Biomasse"",,";
"2019-07,""Allemagne"",""Biomasse"",,";
"2019-08,""Allemagne"",""Biomasse"",,";
"2019-09,""Allemagne"",""Biomasse"",,";
"2019-10,""Allemagne"",""Biomasse"",,";
"2019-11,""Allemagne"",""Biomasse"",,";
"2019-12,""Allemagne"",""Biomasse"",,";
"2020-01,""Allemagne"",""Biomasse"",,";
"2020-02,""Allemagne"",""Biomasse"",,";
"2020-03,""Allemagne"",""Biomasse"",,";
"2020-04,""Allemagne"",""Biomasse"",,";
"2020-05,""Allemagne"",""Biomasse"",,";
"2020-06,""Allemagne"",""Biomasse"",,";
"2020-07,""Allemagne"",""Biomasse"",,";
"2020-08,""Allemagne"",""Biomasse"",,";
"2020-09,""Allemagne"",""Biomasse"",,";
"2020-10,""Allemagne"",""Biomasse"",,";
"2020-11,""Allemagne"",""Biomasse"",,";
"2020-12,""Allemagne"",""Biomasse"",,";
"2021-01,""Allemagne"",""Biomasse"",,";
"2021-02,""Allemagne"",""Biomasse"",,";
"2021-03,""Allemagne"",""Biomasse"",,";
"2021-04,""Allemagne"",""Biomasse"",,";
"2021-05,""Allemagne"",""Biomasse"",,";
"2021-06,""Allemagne"",""Biomasse"",,";
"2021-07,""Allemagne"",""Biomasse"",,";
"2021-08,""Allemagne"",""Biomasse"",,";
"2021-09,""Allemagne"",""Biomasse"",,";
"2021-10,""Allemagne"",""Biomasse"",,";
"2021-11,""Allemagne"",""Biomasse"",,";
"2021-12,""Allemagne"",""Biomasse"",,";
"2022-01,""Allemagne"",""Biomasse"",,";
"2022-02,""Allemagne"",""Biomasse"",,";
"2022-03,""Allemagne"",""Biomasse"",,";
"2022-04,""Allemagne"",""Biomasse"",,";
"2022-05,""Allemagne"",""Biomasse"",,";
"2022-06,""Allemagne"",""Biomasse"",,";
"2022-07,""Allemagne"",""Biomasse"",,";
"2022-08,""Allemagne"",""Biomasse"",,";
"2022-09,""Allemagne"",""Biomasse"",,";
"2022-10,""Allemagne"",""Biomasse"",,";
"2022-11,""Allemagne"",""Biomasse"",,";
"2022-12,""Allemagne"",""Biomasse"",,";
"2023-01,""Allemagne"",""Biomasse"",,";
"2023-02,""Allemagne"",""Biomasse"",,";
"2023-03,""Allemagne"",""Biomasse"",,";
"2023-04,""Allemagne"",""Biomasse"",,";
"2023-05,""Allemagne"",""Biomasse"",,";
"2023-06,""Allemagne"",""Biomasse"",,";
"2023-07,""Allemagne"",""Biomasse"",,";
"2023-08,""Allemagne"",""Biomasse"",,";
"2023-09,""Allemagne"",""Biomasse"",,";
"2023-10,""Allemagne"",""Biomasse"",,";
"2023-11,""Allemagne"",""Biomasse"",,";
"2023-12,""Allemagne"",""Biomasse"",,";
"2024-01,""Allemagne"",""Biomasse"",,";
"2024-02,""Allemagne"",""Biomasse"",,";
"2024-03,""Allemagne"",""Biomasse"",,";
"2024-04,""Allemagne"",""Biomasse"",,";
"2024-05,""Allemagne"",""Biomasse"",,";
"2024-06,""Allemagne"",""Biomasse"",,";
"2024-07,""Allemagne"",""Biomasse"",,";
"2024-08,""Allemagne"",""Biomasse"",,";
"2024-09,""Allemagne"",""Biomasse"",,";
"2024-10,""Allemagne"",""Biomasse"",,";
"2024-11,""Allemagne"",""Biomasse"",,";
"2024-12,""Allemagne"",""Biomasse"",,";
"2025-01,""Allemagne"",""Biomasse"",,";
"2025-02,""Allemagne"",""Biomasse"",,";
"2025-03,""Allemagne"",""Biomasse"",,";
"2025-04,""Allemagne"",""Biomasse"",,";
"2025-05,""Allemagne"",""Biomasse"",,";
"2025-06,""Allemagne"",""Biomasse"",,";
"2025-07,""Allemagne"",""Biomasse"",,";
"2025-08,""Allemagne"",""Biomasse"",,";
"2025-09,""Allemagne"",""Biomasse"",,";
"2025-10,""Allemagne"",""Biomasse"",,";
"2025-11,""Allemagne"",""Biomasse"",,";
"2016-01,""Allemagne"",""Eolien en mer"",,";
"2016-02,""Allemagne"",""Eolien en mer"",,";
"2016-03,""Allemagne"",""Eolien en mer"",,";
"2016-04,""Allemagne"",""Eolien en mer"",,";
"2016-05,""Allemagne"",""Eolien en mer"",,";
"2016-06,""Allemagne"",""Eolien en mer"",,";
"2016-07,""Allemagne"",""Eolien en mer"",,";
"2016-08,""Allemagne"",""Eolien en mer"",,";
"2016-09,""Allemagne"",""Eolien en mer"",,";
"2016-10,""Allemagne"",""Eolien en mer"",,";
"2016-11,""Allemagne"",""Eolien en mer"",,";
"2016-12,""Allemagne"",""Eolien en mer"",,";
"2017-01,""Allemagne"",""Eolien en mer"",,";
"2017-02,""Allemagne"",""Eolien en mer"",,";
"2017-03,""Allemagne"",""Eolien en mer"",,";
"2017-04,""Allemagne"",""Eolien en mer"",,";
"2017-05,""Allemagne"",""Eolien en mer"",,";
"2017-06,""Allemagne"",""Eolien en mer"",,";
"2017-07,""Allemagne"",""Eolien en mer"",,";
"2017-08,""Allemagne"",""Eolien en mer"",,";
"2017-09,""Allemagne"",""Eolien en mer"",,";
"2017-10,""Allemagne"",""Eolien en mer"",,";
"2017-11,""Allemagne"",""Eolien en mer"",,";
"2017-12,""Allemagne"",""Eolien en mer"",,";
"2018-01,""Allemagne"",""Eolien en mer"",,";
"2018-02,""Allemagne"",""Eolien en mer"",,";
"2018-03,""Allemagne"",""Eolien en mer"",,";
"2018-04,""Allemagne"",""Eolien en mer"",,";
"2018-05,""Allemagne"",""Eolien en mer"",,";
"2018-06,""Allemagne"",""Eolien en mer"",,";
"2018-07,""Allemagne"",""Eolien en mer"",,";
"2018-08,""Allemagne"",""Eolien en mer"",,";
"2018-09,""Allemagne"",""Eolien en mer"",,";
"2018-10,""Allemagne"",""Eolien en mer"",,";
"2018-11,""Allemagne"",""Eolien en mer"",,";
"2018-12,""Allemagne"",""Eolien en mer"",,";
"2019-01,""Allemagne"",""Eolien en mer"",,";
"2019-02,""Allemagne"",""Eolien en mer"",,";
"2019-03,""Allemagne"",""Eolien en mer"",,";
"2019-04,""Allemagne"",""Eolien en mer"",,";
"2019-05,""Allemagne"",""Eolien en mer"",,";
"2019-06,""Allemagne"",""Eolien en mer"",,";
"2019-07,""Allemagne"",""Eolien en mer"",,";
"2019-08,""Allemagne"",""Eolien en mer"",,";
"2019-09,""Allemagne"",""Eolien en mer"",,";
"2019-10,""Allemagne"",""Eolien en mer"",,";
"2019-11,""Allemagne"",""Eolien en mer"",,";
"2019-12,""Allemagne"",""Eolien en mer"",,";
"2020-01,""Allemagne"",""Eolien en mer"",,";
"2020-02,""Allemagne"",""Eolien en mer"",,";
"2020-03,""Allemagne"",""Eolien en mer"",,";
"2020-04,""Allemagne"",""Eolien en mer"",,";
"2020-05,""Allemagne"",""Eolien en mer"",,";
"2020-06,""Allemagne"",""Eolien en mer"",,";
"2020-07,""Allemagne"",""Eolien en mer"",,";
"2020-08,""Allemagne"",""Eolien en mer"",,";
"2020-09,""Allemagne"",""Eolien en mer"",,";
"2020-10,""Allemagne"",""Eolien en mer"",,";
"2020-11,""Allemagne"",""Eolien en mer"",,";
"2020-12,""Allemagne"",""Eolien en mer"",,";
"2021-01,""Allemagne"",""Eolien en mer"",,";
"2021-02,""Allemagne"",""Eolien en mer"",,";
"2021-03,""Allemagne"",""Eolien en mer"",,";
"2021-04,""Allemagne"",""Eolien en mer"",,";
"2021-05,""Allemagne"",""Eolien en mer"",,";
"2021-06,""Allemagne"",""Eolien en mer"",,";
"2021-07,""Allemagne"",""Eolien en mer"",,";
"2021-08,""Allemagne"",""Eolien en mer"",,";
"2021-09,""Allemagne"",""Eolien en mer"",,";
"2021-10,""Allemagne"",""Eolien en mer"",,";
"2021-11,""Allemagne"",""Eolien en mer"",,";
"2021-12,""Allemagne"",""Eolien en mer"",,";
"2022-01,""Allemagne"",""Eolien en mer"",,";
"2022-02,""Allemagne"",""Eolien en mer"",,";
"2022-03,""Allemagne"",""Eolien en mer"",,";
"2022-04,""Allemagne"",""Eolien en mer"",,";
"2022-05,""Allemagne"",""Eolien en mer"",,";
"2022-06,""Allemagne"",""Eolien en mer"",,";
"2022-07,""Allemagne"",""Eolien en mer"",,";
"2022-08,""Allemagne"",""Eolien en mer"",,";
"2022-09,""Allemagne"",""Eolien en mer"",,";
"2022-10,""Allemagne"",""Eolien en mer"",,";
"2022-11,""Allemagne"",""Eolien en mer"",,";
"2022-12,""Allemagne"",""Eolien en mer"",,";
"2023-01,""Allemagne"",""Eolien en mer"",,";
"2023-02,""Allemagne"",""Eolien en mer"",,";
"2023-03,""Allemagne"",""Eolien en mer"",,";
"2023-04,""Allemagne"",""Eolien en mer"",,";
"2023-05,""Allemagne"",""Eolien en mer"",,";
"2023-06,""Allemagne"",""Eolien en mer"",,";
"2023-07,""Allemagne"",""Eolien en mer"",,";
"2023-08,""Allemagne"",""Eolien en mer"",,";
"2023-09,""Allemagne"",""Eolien en mer"",,";
"2023-10,""Allemagne"",""Eolien en mer"",,";
"2023-11,""Allemagne"",""Eolien en mer"",,";
"2023-12,""Allemagne"",""Eolien en mer"",,";
"2024-01,""Allemagne"",""Eolien en mer"",,";
"2024-02,""Allemagne"",""Eolien en mer"",,";
"2024-03,""Allemagne"",""Eolien en mer"",,";
"2024-04,""Allemagne"",""Eolien en mer"",,";
"2024-05,""Allemagne"",""Eolien en mer"",,";
"2024-06,""Allemagne"",""Eolien en mer"",,";
"2024-07,""Allemagne"",""Eolien en mer"",,";
"2024-08,""Allemagne"",""Eolien en mer"",,";
"2024-09,""Allemagne"",""Eolien en mer"",,";
"2024-10,""Allemagne"",""Eolien en mer"",,";
"2024-11,""Allemagne"",""Eolien en mer"",,";
"2024-12,""Allemagne"",""Eolien en mer"",,";
"2025-01,""Allemagne"",""Eolien en mer"",,";
"2025-02,""Allemagne"",""Eolien en mer"",,";
"2025-03,""Allemagne"",""Eolien en mer"",,";
"2025-04,""Allemagne"",""Eolien en mer"",,";
"2025-05,""Allemagne"",""Eolien en mer"",,";
"2025-06,""Allemagne"",""Eolien en mer"",,";
"2025-07,""Allemagne"",""Eolien en mer"",,";
"2025-08,""Allemagne"",""Eolien en mer"",,";
"2025-09,""Allemagne"",""Eolien en mer"",,";
"2025-10,""Allemagne"",""Eolien en mer"",,";
"2025-11,""Allemagne"",""Eolien en mer"",,";
"2016-01,""Allemagne"",""Solaire"",,";
"2016-02,""Allemagne"",""Solaire"",,";
"2016-03,""Allemagne"",""Solaire"",,";
"2016-04,""Allemagne"",""Solaire"",,";
"2016-05,""Allemagne"",""Solaire"",,";
"2016-06,""Allemagne"",""Solaire"",,";
"2016-07,""Allemagne"",""Solaire"",,";
"2016-08,""Allemagne"",""Solaire"",,";
"2016-09,""Allemagne"",""Solaire"",,";
"2016-10,""Allemagne"",""Solaire"",,";
"2016-11,""Allemagne"",""Solaire"",,";
"2016-12,""Allemagne"",""Solaire"",,";
"2017-01,""Allemagne"",""Solaire"",,";
"2017-02,""Allemagne"",""Solaire"",,";
"2017-03,""Allemagne"",""Solaire"",,";
"2017-04,""Allemagne"",""Solaire"",,";
"2017-05,""Allemagne"",""Solaire"",,";
"2017-06,""Allemagne"",""Solaire"",,";
"2017-07,""Allemagne"",""Solaire"",,";
"2017-08,""Allemagne"",""Solaire"",,";
"2017-09,""Allemagne"",""Solaire"",,";
"2017-10,""Allemagne"",""Solaire"",,";
"2017-11,""Allemagne"",""Solaire"",,";
"2017-12,""Allemagne"",""Solaire"",,";
"2018-01,""Allemagne"",""Solaire"",,";
"2018-02,""Allemagne"",""Solaire"",,";
"2018-03,""Allemagne"",""Solaire"",,";
"2018-04,""Allemagne"",""Solaire"",,";
"2018-05,""Allemagne"",""Solaire"",,";
"2018-06,""Allemagne"",""Solaire"",,";
"2018-07,""Allemagne"",""Solaire"",,";
"2018-08,""Allemagne"",""Solaire"",,";
"2018-09,""Allemagne"",""Solaire"",,";
"2018-10,""Allemagne"",""Solaire"",,";
"2018-11,""Allemagne"",""Solaire"",,";
"2018-12,""Allemagne"",""Solaire"",,";
"2019-01,""Allemagne"",""Solaire"",,";
"2019-02,""Allemagne"",""Solaire"",,";
"2019-03,""Allemagne"",""Solaire"",,";
"2019-04,""Allemagne"",""Solaire"",,";
"2019-05,""Allemagne"",""Solaire"",,";
"2019-06,""Allemagne"",""Solaire"",,";
"2019-07,""Allemagne"",""Solaire"",,";
"2019-08,""Allemagne"",""Solaire"",,";
"2019-09,""Allemagne"",""Solaire"",,";
"2019-10,""Allemagne"",""Solaire"",,";
"2019-11,""Allemagne"",""Solaire"",,";
"2019-12,""Allemagne"",""Solaire"",,";
"2020-01,""Allemagne"",""Solaire"",,";
"2020-02,""Allemagne"",""Solaire"",,";
"2020-03,""Allemagne"",""Solaire"",,";
"2020-04,""Allemagne"",""Solaire"",,";
"2020-05,""Allemagne"",""Solaire"",,";
"2020-06,""Allemagne"",""Solaire"",,";
"2020-07,""Allemagne"",""Solaire"",,";
"2020-08,""Allemagne"",""Solaire"",,";
"2020-09,""Allemagne"",""Solaire"",,";
"2020-10,""Allemagne"",""Solaire"",,";
"2020-11,""Allemagne"",""Solaire"",,";
"2020-12,""Allemagne"",""Solaire"",,";
"2021-01,""Allemagne"",""Solaire"",,";
"2021-02,""Allemagne"",""Solaire"",,";
"2021-03,""Allemagne"",""Solaire"",,";
"2021-04,""Allemagne"",""Solaire"",,";
"2021-05,""Allemagne"",""Solaire"",,";
"2021-06,""Allemagne"",""Solaire"",,";
"2021-07,""Allemagne"",""Solaire"",,";
"2021-08,""Allemagne"",""Solaire"",,";
"2021-09,""Allemagne"",""Solaire"",,";
"2021-10,""Allemagne"",""Solaire"",,";
"2021-11,""Allemagne"",""Solaire"",,";
"2021-12,""Allemagne"",""Solaire"",,";
"2022-01,""Allemagne"",""Solaire"",,";
"2022-02,""Allemagne"",""Solaire"",,";
"2022-03,""Allemagne"",""Solaire"",,";
"2022-04,""Allemagne"",""Solaire"",,";
"2022-05,""Allemagne"",""Solaire"",,";
"2022-06,""Allemagne"",""Solaire"",,";
"2022-07,""Allemagne"",""Solaire"",,";
"2022-08,""Allemagne"",""Solaire"",,";
"2022-09,""Allemagne"",""Solaire"",,";
"2022-10,""Allemagne"",""Solaire"",,";
"2022-11,""Allemagne"",""Solaire"",,";
"2022-12,""Allemagne"",""Solaire"",,";
"2023-01,""Allemagne"",""Solaire"",,";
"2023-02,""Allemagne"",""Solaire"",,";
"2023-03,""Allemagne"",""Solaire"",,";
"2023-04,""Allemagne"",""Solaire"",,";
"2023-05,""Allemagne"",""Solaire"",,";
"2023-06,""Allemagne"",""Solaire"",,";
"2023-07,""Allemagne"",""Solaire"",,";
"2023-08,""Allemagne"",""Solaire"",,";
"2023-09,""Allemagne"",""Solaire"",,";
"2023-10,""Allemagne"",""Solaire"",,";
"2023-11,""Allemagne"",""Solaire"",,";
"2023-12,""Allemagne"",""Solaire"",,";
"2024-01,""Allemagne"",""Solaire"",,";
"2024-02,""Allemagne"",""Solaire"",,";
"2024-03,""Allemagne"",""Solaire"",,";
"2024-04,""Allemagne"",""Solaire"",,";
"2024-05,""Allemagne"",""Solaire"",,";
"2024-06,""Allemagne"",""Solaire"",,";
"2024-07,""Allemagne"",""Solaire"",,";
"2024-08,""Allemagne"",""Solaire"",,";
"2024-09,""Allemagne"",""Solaire"",,";
"2024-10,""Allemagne"",""Solaire"",,";
"2024-11,""Allemagne"",""Solaire"",,";
"2024-12,""Allemagne"",""Solaire"",,";
"2025-01,""Allemagne"",""Solaire"",,";
"2025-02,""Allemagne"",""Solaire"",,";
"2025-03,""Allemagne"",""Solaire"",,";
"2025-04,""Allemagne"",""Solaire"",,";
"2025-05,""Allemagne"",""Solaire"",,";
"2025-06,""Allemagne"",""Solaire"",,";
"2025-07,""Allemagne"",""Solaire"",,";
"2025-08,""Allemagne"",""Solaire"",,";
"2025-09,""Allemagne"",""Solaire"",,";
"2025-10,""Allemagne"",""Solaire"",,";
"2025-11,""Allemagne"",""Solaire"",,";
"2016-01,""Allemagne"",""Hydraulique"",,";
"2016-02,""Allemagne"",""Hydraulique"",,";
"2016-03,""Allemagne"",""Hydraulique"",,";
"2016-04,""Allemagne"",""Hydraulique"",,";
"2016-05,""Allemagne"",""Hydraulique"",,";
"2016-06,""Allemagne"",""Hydraulique"",,";
"2016-07,""Allemagne"",""Hydraulique"",,";
"2016-08,""Allemagne"",""Hydraulique"",,";
"2016-09,""Allemagne"",""Hydraulique"",,";
"2016-10,""Allemagne"",""Hydraulique"",,";
"2016-11,""Allemagne"",""Hydraulique"",,";
"2016-12,""Allemagne"",""Hydraulique"",,";
"2017-01,""Allemagne"",""Hydraulique"",,";
"2017-02,""Allemagne"",""Hydraulique"",,";
"2017-03,""Allemagne"",""Hydraulique"",,";
"2017-04,""Allemagne"",""Hydraulique"",,";
"2017-05,""Allemagne"",""Hydraulique"",,";
"2017-06,""Allemagne"",""Hydraulique"",,";
"2017-07,""Allemagne"",""Hydraulique"",,";
"2017-08,""Allemagne"",""Hydraulique"",,";
"2017-09,""Allemagne"",""Hydraulique"",,";
"2017-10,""Allemagne"",""Hydraulique"",,";
"2017-11,""Allemagne"",""Hydraulique"",,";
"2017-12,""Allemagne"",""Hydraulique"",,";
"2018-01,""Allemagne"",""Hydraulique"",,";
"2018-02,""Allemagne"",""Hydraulique"",,";
"2018-03,""Allemagne"",""Hydraulique"",,";
"2018-04,""Allemagne"",""Hydraulique"",,";
"2018-05,""Allemagne"",""Hydraulique"",,";
"2018-06,""Allemagne"",""Hydraulique"",,";
"2018-07,""Allemagne"",""Hydraulique"",,";
"2018-08,""Allemagne"",""Hydraulique"",,";
"2018-09,""Allemagne"",""Hydraulique"",,";
"2018-10,""Allemagne"",""Hydraulique"",,";
"2018-11,""Allemagne"",""Hydraulique"",,";
"2018-12,""Allemagne"",""Hydraulique"",,";
"2019-01,""Allemagne"",""Hydraulique"",,";
"2019-02,""Allemagne"",""Hydraulique"",,";
"2019-03,""Allemagne"",""Hydraulique"",,";
"2019-04,""Allemagne"",""Hydraulique"",,";
"2019-05,""Allemagne"",""Hydraulique"",,";
"2019-06,""Allemagne"",""Hydraulique"",,";
"2019-07,""Allemagne"",""Hydraulique"",,";
"2019-08,""Allemagne"",""Hydraulique"",,";
"2019-09,""Allemagne"",""Hydraulique"",,";
"2019-10,""Allemagne"",""Hydraulique"",,";
"2019-11,""Allemagne"",""Hydraulique"",,";
"2019-12,""Allemagne"",""Hydraulique"",,";
"2020-01,""Allemagne"",""Hydraulique"",,";
"2020-02,""Allemagne"",""Hydraulique"",,";
"2020-03,""Allemagne"",""Hydraulique"",,";
"2020-04,""Allemagne"",""Hydraulique"",,";
"2020-05,""Allemagne"",""Hydraulique"",,";
"2020-06,""Allemagne"",""Hydraulique"",,";
"2020-07,""Allemagne"",""Hydraulique"",,";
"2020-08,""Allemagne"",""Hydraulique"",,";
"2020-09,""Allemagne"",""Hydraulique"",,";
"2020-10,""Allemagne"",""Hydraulique"",,";
"2020-11,""Allemagne"",""Hydraulique"",,";
"2020-12,""Allemagne"",""Hydraulique"",,";
"2021-01,""Allemagne"",""Hydraulique"",,";
"2021-02,""Allemagne"",""Hydraulique"",,";
"2021-03,""Allemagne"",""Hydraulique"",,";
"2021-04,""Allemagne"",""Hydraulique"",,";
"2021-05,""Allemagne"",""Hydraulique"",,";
"2021-06,""Allemagne"",""Hydraulique"",,";
"2021-07,""Allemagne"",""Hydraulique"",,";
"2021-08,""Allemagne"",""Hydraulique"",,";
"2021-09,""Allemagne"",""Hydraulique"",,";
"2021-10,""Allemagne"",""Hydraulique"",,";
"2021-11,""Allemagne"",""Hydraulique"",,";
"2021-12,""Allemagne"",""Hydraulique"",,";
"2022-01,""Allemagne"",""Hydraulique"",,";
"2022-02,""Allemagne"",""Hydraulique"",,";
"2022-03,""Allemagne"",""Hydraulique"",,";
"2022-04,""Allemagne"",""Hydraulique"",,";
"2022-05,""Allemagne"",""Hydraulique"",,";
"2022-06,""Allemagne"",""Hydraulique"",,";
"2022-07,""Allemagne"",""Hydraulique"",,";
"2022-08,""Allemagne"",""Hydraulique"",,";
"2022-09,""Allemagne"",""Hydraulique"",,";
"2022-10,""Allemagne"",""Hydraulique"",,";
"2022-11,""Allemagne"",""Hydraulique"",,";
"2022-12,""Allemagne"",""Hydraulique"",,";
"2023-01,""Allemagne"",""Hydraulique"",,";
"2023-02,""Allemagne"",""Hydraulique"",,";
"2023-03,""Allemagne"",""Hydraulique"",,";
"2023-04,""Allemagne"",""Hydraulique"",,";
"2023-05,""Allemagne"",""Hydraulique"",,";
"2023-06,""Allemagne"",""Hydraulique"",,";
"2023-07,""Allemagne"",""Hydraulique"",,";
"2023-08,""Allemagne"",""Hydraulique"",,";
"2023-09,""Allemagne"",""Hydraulique"",,";
"2023-10,""Allemagne"",""Hydraulique"",,";
"2023-11,""Allemagne"",""Hydraulique"",,";
"2023-12,""Allemagne"",""Hydraulique"",,";
"2024-01,""Allemagne"",""Hydraulique"",,";
"2024-02,""Allemagne"",""Hydraulique"",,";
"2024-03,""Allemagne"",""Hydraulique"",,";
"2024-04,""Allemagne"",""Hydraulique"",,";
"2024-05,""Allemagne"",""Hydraulique"",,";
"2024-06,""Allemagne"",""Hydraulique"",,";
"2024-07,""Allemagne"",""Hydraulique"",,";
"2024-08,""Allemagne"",""Hydraulique"",,";
"2024-09,""Allemagne"",""Hydraulique"",,";
"2024-10,""Allemagne"",""Hydraulique"",,";
"2024-11,""Allemagne"",""Hydraulique"",,";
"2024-12,""Allemagne"",""Hydraulique"",,";
"2025-01,""Allemagne"",""Hydraulique"",,";
"2025-02,""Allemagne"",""Hydraulique"",,";
"2025-03,""Allemagne"",""Hydraulique"",,";
"2025-04,""Allemagne"",""Hydraulique"",,";
"2025-05,""Allemagne"",""Hydraulique"",,";
"2025-06,""Allemagne"",""Hydraulique"",,";
"2025-07,""Allemagne"",""Hydraulique"",,";
"2025-08,""Allemagne"",""Hydraulique"",,";
"2025-09,""Allemagne"",""Hydraulique"",,";
"2025-10,""Allemagne"",""Hydraulique"",,";
"2025-11,""Allemagne"",""Hydraulique"",,";
"2016-01,""Allemagne"",""Fioul"",0,11409436911";
"2016-02,""Allemagne"",""Fioul"",0,1066602942325";
"2016-03,""Allemagne"",""Fioul"",0,115724576055";
"2016-04,""Allemagne"",""Fioul"",0,69998119262501";
"2016-05,""Allemagne"",""Fioul"",0,99245515487499";
"2016-06,""Allemagne"",""Fioul"",0,1222072210625";
"2016-07,""Allemagne"",""Fioul"",0,12221319811499";
"2016-08,""Allemagne"",""Fioul"",0,1226794754975";
"2016-09,""Allemagne"",""Fioul"",0,1002894445225";
"2016-10,""Allemagne"",""Fioul"",0,126776651745";
"2016-11,""Allemagne"",""Fioul"",0,1113100373525";
"2016-12,""Allemagne"",""Fioul"",0,126372772945";
"2017-01,""Allemagne"",""Fioul"",0,1541343054475";
"2017-02,""Allemagne"",""Fioul"",0,106464124255";
"2017-03,""Allemagne"",""Fioul"",0,1092585376025";
"2017-04,""Allemagne"",""Fioul"",0,102095289145";
"2017-05,""Allemagne"",""Fioul"",0,1090748235025";
"2017-06,""Allemagne"",""Fioul"",0,1057079915475";
"2017-07,""Allemagne"",""Fioul"",0,1109333696175";
"2017-08,""Allemagne"",""Fioul"",0,11273228555";
"2017-09,""Allemagne"",""Fioul"",0,11165413217";
"2017-10,""Allemagne"",""Fioul"",0,11389470595";
"2017-11,""Allemagne"",""Fioul"",0,1130718932525";
"2017-12,""Allemagne"",""Fioul"",0,108655259025";
"2018-01,""Allemagne"",""Fioul"",0,1111185871125";
"2018-02,""Allemagne"",""Fioul"",0,1107013181";
"2018-03,""Allemagne"",""Fioul"",0,1072253785025";
"2018-04,""Allemagne"",""Fioul"",0,1282524338775";
"2018-05,""Allemagne"",""Fioul"",0,11360358562";
"2018-06,""Allemagne"",""Fioul"",0,149327338355";
"2018-07,""Allemagne"",""Fioul"",0,1177396194375";
"2018-08,""Allemagne"",""Fioul"",0,20691097731";
"2018-09,""Allemagne"",""Fioul"",0,257025957535";
"2018-10,""Allemagne"",""Fioul"",0,28219792291";
"2018-11,""Allemagne"",""Fioul"",0,2858660779025";
"2018-12,""Allemagne"",""Fioul"",0,281263015005";
"2019-01,""Allemagne"",""Fioul"",0,2927748854075";
"2019-02,""Allemagne"",""Fioul"",0,306699158795";
"2019-03,""Allemagne"",""Fioul"",0,266465909315";
"2019-04,""Allemagne"",""Fioul"",0,17760776322";
"2019-05,""Allemagne"",""Fioul"",0,18731312766";
"2019-06,""Allemagne"",""Fioul"",0,2278738577125";
"2019-07,""Allemagne"",""Fioul"",0,2797105328125";
"2019-08,""Allemagne"",""Fioul"",0,28878075708249";
"2019-09,""Allemagne"",""Fioul"",0,2698923330025";
"2019-10,""Allemagne"",""Fioul"",0,2481313824775";
"2019-11,""Allemagne"",""Fioul"",0,25170447369";
"2019-12,""Allemagne"",""Fioul"",0,257336464355";
"2020-01,""Allemagne"",""Fioul"",0,2605859026925";
"2020-02,""Allemagne"",""Fioul"",0,2355977859925";
"2020-03,""Allemagne"",""Fioul"",0,24663435287499";
"2020-04,""Allemagne"",""Fioul"",0,223075737965";
"2020-05,""Allemagne"",""Fioul"",0,22528932561249";
"2020-06,""Allemagne"",""Fioul"",0,2144439955725";
"2020-07,""Allemagne"",""Fioul"",0,224631763325";
"2020-08,""Allemagne"",""Fioul"",0,2287972075475";
"2020-09,""Allemagne"",""Fioul"",0,23548950310251";
"2020-10,""Allemagne"",""Fioul"",0,2532662646275";
"2020-11,""Allemagne"",""Fioul"",0,2579476367175";
"2020-12,""Allemagne"",""Fioul"",0,249595771875";
"2021-01,""Allemagne"",""Fioul"",0,2365903112225";
"2021-02,""Allemagne"",""Fioul"",0,208545313785";
"2021-03,""Allemagne"",""Fioul"",0,2304076704175";
"2021-04,""Allemagne"",""Fioul"",0,2148775308575";
"2021-05,""Allemagne"",""Fioul"",0,22176338948";
"2021-06,""Allemagne"",""Fioul"",0,23257235927751";
"2021-07,""Allemagne"",""Fioul"",0,2066765265125";
"2021-08,""Allemagne"",""Fioul"",0,16896990151";
"2021-09,""Allemagne"",""Fioul"",0,175273752095";
"2021-10,""Allemagne"",""Fioul"",0,204741601395";
"2021-11,""Allemagne"",""Fioul"",0,1772181243775";
"2021-12,""Allemagne"",""Fioul"",0,19409306999";
"2022-01,""Allemagne"",""Fioul"",0,17970527224";
"2022-02,""Allemagne"",""Fioul"",0,174436180365";
"2022-03,""Allemagne"",""Fioul"",0,1954439934375";
"2022-04,""Allemagne"",""Fioul"",0,176959669245";
"2022-05,""Allemagne"",""Fioul"",0,162355213435";
"2022-06,""Allemagne"",""Fioul"",0,1961370469975";
"2022-07,""Allemagne"",""Fioul"",0,1700714536375";
"2022-08,""Allemagne"",""Fioul"",0,16974892927";
"2022-09,""Allemagne"",""Fioul"",0,167205388715";
"2022-10,""Allemagne"",""Fioul"",0,167253581945";
"2022-11,""Allemagne"",""Fioul"",0,1779964177425";
"2022-12,""Allemagne"",""Fioul"",0,2068905199875";
"2023-01,""Allemagne"",""Fioul"",0,1905917803075";
"2023-02,""Allemagne"",""Fioul"",0,1656399334925";
"2023-03,""Allemagne"",""Fioul"",0,17848471544";
"2023-04,""Allemagne"",""Fioul"",0,1967272967925";
"2023-05,""Allemagne"",""Fioul"",0,16005559199";
"2023-06,""Allemagne"",""Fioul"",0,1980825631675";
"2023-07,""Allemagne"",""Fioul"",0,22309321349";
"2023-08,""Allemagne"",""Fioul"",0,214845930725";
