Date;Pays;Filière;Valeur (TWh)
2016-01;Danemark;Consommation brute;3,124972935
2016-02;Danemark;Consommation brute;2,842772694
2016-03;Danemark;Consommation brute;2,890289162
2016-04;Danemark;Consommation brute;2,62577062
2016-05;Danemark;Consommation brute;2,51205646
2016-06;Danemark;Consommation brute;2,52731477
2016-07;Danemark;Consommation brute;2,359700492
2016-08;Danemark;Consommation brute;2,554112107
2016-09;Danemark;Consommation brute;2,49846046
2016-10;Danemark;Consommation brute;2,668551722
2016-11;Danemark;Consommation brute;2,843780719
2016-12;Danemark;Consommation brute;2,848084433
2017-01;Danemark;Consommation brute;2,9997732
2017-02;Danemark;Consommation brute;2,669451762
2017-03;Danemark;Consommation brute;2,879155575
2017-04;Danemark;Consommation brute;2,522755279
2017-05;Danemark;Consommation brute;2,553027108
2017-06;Danemark;Consommation brute;2,466384391
2017-07;Danemark;Consommation brute;2,39540492
2017-08;Danemark;Consommation brute;2,602954119
2017-09;Danemark;Consommation brute;2,590156458
2017-10;Danemark;Consommation brute;2,811527265
2017-11;Danemark;Consommation brute;2,930151914
2017-12;Danemark;Consommation brute;3,048095433
2018-01;Danemark;Consommation brute;3,131253802
2018-02;Danemark;Consommation brute;2,906460179
2018-03;Danemark;Consommation brute;3,172615013
2018-04;Danemark;Consommation brute;2,616780552
2018-05;Danemark;Consommation brute;2,668254341
2018-06;Danemark;Consommation brute;2,594610999
2018-07;Danemark;Consommation brute;2,565832048
2018-08;Danemark;Consommation brute;2,614262701
2018-09;Danemark;Consommation brute;2,564861981
2018-10;Danemark;Consommation brute;2,805584318
2018-11;Danemark;Consommation brute;2,941576508
2018-12;Danemark;Consommation brute;3,007838195
2019-01;Danemark;Consommation brute;3,188276081
2019-02;Danemark;Consommation brute;2,766967941
2019-03;Danemark;Consommation brute;2,941116751
2019-04;Danemark;Consommation brute;2,588064994
2019-05;Danemark;Consommation brute;2,698285698
2019-06;Danemark;Consommation brute;2,545020682
2019-07;Danemark;Consommation brute;2,561583535
2019-08;Danemark;Consommation brute;2,673949463
2019-09;Danemark;Consommation brute;2,630868077
2019-10;Danemark;Consommation brute;2,893036669
2019-11;Danemark;Consommation brute;2,98297515
2019-12;Danemark;Consommation brute;3,069864059
2020-01;Danemark;Consommation brute;3,14231888
2020-02;Danemark;Consommation brute;2,980110103
2020-03;Danemark;Consommation brute;3,028035802
2020-04;Danemark;Consommation brute;2,636388934
2020-05;Danemark;Consommation brute;2,681288598
2020-06;Danemark;Consommation brute;2,63156595
2020-07;Danemark;Consommation brute;2,550121538
2020-08;Danemark;Consommation brute;2,763982614
2020-09;Danemark;Consommation brute;2,674473829
2020-10;Danemark;Consommation brute;2,927170656
2020-11;Danemark;Consommation brute;2,991862639
2020-12;Danemark;Consommation brute;3,099220303
2021-01;Danemark;Consommation brute;3,365444567
2021-02;Danemark;Consommation brute;3,182230198
2021-03;Danemark;Consommation brute;3,195206602
2021-04;Danemark;Consommation brute;2,947846057
2021-05;Danemark;Consommation brute;2,891823744
2021-06;Danemark;Consommation brute;2,729333701
2021-07;Danemark;Consommation brute;2,741674221
2021-08;Danemark;Consommation brute;2,831597974
2021-09;Danemark;Consommation brute;2,843768128
2021-10;Danemark;Consommation brute;2,998850207
2021-11;Danemark;Consommation brute;3,136685215
2021-12;Danemark;Consommation brute;3,428191991
2022-01;Danemark;Consommation brute;3,367057279
2022-02;Danemark;Consommation brute;3,063033652
2022-03;Danemark;Consommation brute;3,12501438
2022-04;Danemark;Consommation brute;2,809873171
2022-05;Danemark;Consommation brute;2,75981662
2022-06;Danemark;Consommation brute;2,633743877
2022-07;Danemark;Consommation brute;2,513873573
2022-08;Danemark;Consommation brute;2,72162886
2022-09;Danemark;Consommation brute;2,598994374
2022-10;Danemark;Consommation brute;2,70841543
2022-11;Danemark;Consommation brute;2,9003915
2022-12;Danemark;Consommation brute;3,127703781
2023-01;Danemark;Consommation brute;3,187782664
2023-02;Danemark;Consommation brute;2,824614729
2023-03;Danemark;Consommation brute;3,163850683
2023-04;Danemark;Consommation brute;2,688019921
2023-05;Danemark;Consommation brute;2,627548858
2023-06;Danemark;Consommation brute;2,573737811
2023-07;Danemark;Consommation brute;2,454604381
2023-08;Danemark;Consommation brute;2,698077691
2023-09;Danemark;Consommation brute;2,611009899
2023-10;Danemark;Consommation brute;3,02101624
2023-11;Danemark;Consommation brute;3,238787509
2023-12;Danemark;Consommation brute;3,388447683
2024-01;Danemark;Consommation brute;3,661068641
2024-02;Danemark;Consommation brute;3,137331101
2024-03;Danemark;Consommation brute;3,234966054
2024-04;Danemark;Consommation brute;3,047938725
2024-05;Danemark;Consommation brute;2,821943338
2024-06;Danemark;Consommation brute;2,725852707
2024-07;Danemark;Consommation brute;2,640733934
2024-08;Danemark;Consommation brute;2,879011835
2024-09;Danemark;Consommation brute;2,802061741
2024-10;Danemark;Consommation brute;3,08958696
2024-11;Danemark;Consommation brute;3,28912224
2024-12;Danemark;Consommation brute;3,451373816
2025-01;Danemark;Consommation brute;3,650062386
2025-02;Danemark;Consommation brute;3,329602742
2025-03;Danemark;Consommation brute;3,372470597
2025-04;Danemark;Consommation brute;2,960358547
2025-05;Danemark;Consommation brute;2,985010592
2025-06;Danemark;Consommation brute;2,780846736
2025-07;Danemark;Consommation brute;2,829144021
2025-08;Danemark;Consommation brute;3,013784444
2025-09;Danemark;Consommation brute;3,052861246
2025-10;Danemark;Consommation brute;3,32504988
2025-11;Danemark;Consommation brute;3,530390184
2016-01;Estonie;Consommation brute;0,8782368
2016-02;Estonie;Consommation brute;0,726552099
2016-03;Estonie;Consommation brute;0,746985399
2016-04;Estonie;Consommation brute;0,6470506
2016-05;Estonie;Consommation brute;0,6009277
2016-06;Estonie;Consommation brute;0,5492212
2016-07;Estonie;Consommation brute;0,560769899
2016-08;Estonie;Consommation brute;0,6008654
2016-09;Estonie;Consommation brute;0,598381101
2016-10;Estonie;Consommation brute;0,696051399
2016-11;Estonie;Consommation brute;0,773528
2016-12;Estonie;Consommation brute;0,7820725
2017-01;Estonie;Consommation brute;0,828558
2017-02;Estonie;Consommation brute;0,737767499
2017-03;Estonie;Consommation brute;0,7596035
2017-04;Estonie;Consommation brute;0,681092099
2017-05;Estonie;Consommation brute;0,6381698
2017-06;Estonie;Consommation brute;0,5816028
2017-07;Estonie;Consommation brute;0,567367801
2017-08;Estonie;Consommation brute;0,610012499
2017-09;Estonie;Consommation brute;0,6255309
2017-10;Estonie;Consommation brute;0,720217
2017-11;Estonie;Consommation brute;0,754396
2017-12;Estonie;Consommation brute;0,787454998
2018-01;Estonie;Consommation brute;0,833560399
2018-02;Estonie;Consommation brute;0,8013335
2018-03;Estonie;Consommation brute;0,836233501
2018-04;Estonie;Consommation brute;0,6635373
2018-05;Estonie;Consommation brute;0,6236016
2018-06;Estonie;Consommation brute;0,5816697
2018-07;Estonie;Consommation brute;0,5945125
2018-08;Estonie;Consommation brute;0,610938
2018-09;Estonie;Consommation brute;0,5895706
2018-10;Estonie;Consommation brute;0,679171702
2018-11;Estonie;Consommation brute;0,7218399
2018-12;Estonie;Consommation brute;0,7915393
2019-01;Estonie;Consommation brute;0,8676624
2019-02;Estonie;Consommation brute;0,728293099
2019-03;Estonie;Consommation brute;0,763337101
2019-04;Estonie;Consommation brute;0,6519633
2019-05;Estonie;Consommation brute;0,6354936
2019-06;Estonie;Consommation brute;0,5684839
2019-07;Estonie;Consommation brute;0,569328
2019-08;Estonie;Consommation brute;0,6048947
2019-09;Estonie;Consommation brute;0,619057
2019-10;Estonie;Consommation brute;0,710890201
2019-11;Estonie;Consommation brute;0,7450871
2019-12;Estonie;Consommation brute;0,766127501
2020-01;Estonie;Consommation brute;0,773405801
2020-02;Estonie;Consommation brute;0,7432995
2020-03;Estonie;Consommation brute;0,742648999
2020-04;Estonie;Consommation brute;0,640012401
2020-05;Estonie;Consommation brute;0,5973842
2020-06;Estonie;Consommation brute;0,5512761
2020-07;Estonie;Consommation brute;0,5498668
2020-08;Estonie;Consommation brute;0,5770547
2020-09;Estonie;Consommation brute;0,6043638
2020-10;Estonie;Consommation brute;0,671454899
2020-11;Estonie;Consommation brute;0,7137058
2020-12;Estonie;Consommation brute;0,789389199
2021-01;Estonie;Consommation brute;0,844356699
2021-02;Estonie;Consommation brute;0,8034869
2021-03;Estonie;Consommation brute;0,7855244
2021-04;Estonie;Consommation brute;0,666827
2021-05;Estonie;Consommation brute;0,647923501
2021-06;Estonie;Consommation brute;0,5784607
2021-07;Estonie;Consommation brute;0,5893569
2021-08;Estonie;Consommation brute;0,620677499
2021-09;Estonie;Consommation brute;0,633359699
2021-10;Estonie;Consommation brute;0,655711501
2021-11;Estonie;Consommation brute;0,7447898
2021-12;Estonie;Consommation brute;0,858009801
2022-01;Estonie;Consommation brute;0,8067621
2022-02;Estonie;Consommation brute;0,7070441
2022-03;Estonie;Consommation brute;0,750633702
2022-04;Estonie;Consommation brute;0,686737899
2022-05;Estonie;Consommation brute;0,6559433
2022-06;Estonie;Consommation brute;0,5942882
2022-07;Estonie;Consommation brute;0,5665457
2022-08;Estonie;Consommation brute;0,6165434
2022-09;Estonie;Consommation brute;0,5984106
2022-10;Estonie;Consommation brute;0,667187101
2022-11;Estonie;Consommation brute;0,7211806
2022-12;Estonie;Consommation brute;0,810350599
2023-01;Estonie;Consommation brute;0,8080274
2023-02;Estonie;Consommation brute;0,7215234
2023-03;Estonie;Consommation brute;0,756796201
2023-04;Estonie;Consommation brute;0,6111419
2023-05;Estonie;Consommation brute;0,6097316
2023-06;Estonie;Consommation brute;0,539661201
2023-07;Estonie;Consommation brute;0,554135301
2023-08;Estonie;Consommation brute;0,5931145
2023-09;Estonie;Consommation brute;0,5627543
2023-10;Estonie;Consommation brute;0,708709902
2023-11;Estonie;Consommation brute;0,7697337
2023-12;Estonie;Consommation brute;0,837636799
2024-01;Estonie;Consommation brute;0,909191501
2024-02;Estonie;Consommation brute;0,7597454
2024-03;Estonie;Consommation brute;0,720557299
2024-04;Estonie;Consommation brute;0,6779188
2024-05;Estonie;Consommation brute;0,5942834
2024-06;Estonie;Consommation brute;0,5228431
2024-07;Estonie;Consommation brute;0,5347576
2024-08;Estonie;Consommation brute;0,5483011
2024-09;Estonie;Consommation brute;0,5316933
2024-10;Estonie;Consommation brute;0,654274
2024-11;Estonie;Consommation brute;0,721436001
2024-12;Estonie;Consommation brute;0,777599199
2025-01;Estonie;Consommation brute;0,7856578
2025-02;Estonie;Consommation brute;0,723399901
2025-03;Estonie;Consommation brute;0,679543
2025-04;Estonie;Consommation brute;0,6148213
2025-05;Estonie;Consommation brute;0,601061801
2025-06;Estonie;Consommation brute;0,5714769
2025-07;Estonie;Consommation brute;0,5824126
2025-08;Estonie;Consommation brute;0,6093532
2025-09;Estonie;Consommation brute;0,5963997
2025-10;Estonie;Consommation brute;0,6750059
2025-11;Estonie;Consommation brute;0,713380475
2016-01;Espagne;Consommation brute;21,580084
2016-02;Espagne;Consommation brute;20,910583
2016-03;Espagne;Consommation brute;21,513612
2016-04;Espagne;Consommation brute;19,958163
2016-05;Espagne;Consommation brute;19,697269
2016-06;Espagne;Consommation brute;20,221165
2016-07;Espagne;Consommation brute;22,266952
2016-08;Espagne;Consommation brute;21,484116
2016-09;Espagne;Consommation brute;20,862218
2016-10;Espagne;Consommation brute;19,878269
2016-11;Espagne;Consommation brute;20,655306
2016-12;Espagne;Consommation brute;21,383941
2017-01;Espagne;Consommation brute;23,096264
2017-02;Espagne;Consommation brute;19,920904
2017-03;Espagne;Consommation brute;21,062918
2017-04;Espagne;Consommation brute;18,834502
2017-05;Espagne;Consommation brute;20,17758
2017-06;Espagne;Consommation brute;21,706934
2017-07;Espagne;Consommation brute;22,458431
2017-08;Espagne;Consommation brute;21,83564
2017-09;Espagne;Consommation brute;20,249967
2017-10;Espagne;Consommation brute;20,229304
2017-11;Espagne;Consommation brute;20,887429
2017-12;Espagne;Consommation brute;22,269706
2018-01;Espagne;Consommation brute;22,713146
2018-02;Espagne;Consommation brute;21,405235
2018-03;Espagne;Consommation brute;22,194356
2018-04;Espagne;Consommation brute;19,93841
2018-05;Espagne;Consommation brute;20,078009
2018-06;Espagne;Consommation brute;20,341898
2018-07;Espagne;Consommation brute;22,306183
2018-08;Espagne;Consommation brute;22,120612
2018-09;Espagne;Consommation brute;20,845479
2018-10;Espagne;Consommation brute;20,422074
2018-11;Espagne;Consommation brute;20,906592
2018-12;Espagne;Consommation brute;21,267719
2019-01;Espagne;Consommation brute;23,430391
2019-02;Espagne;Consommation brute;20,222551
2019-03;Espagne;Consommation brute;20,810994
2019-04;Espagne;Consommation brute;19,56657
2019-05;Espagne;Consommation brute;19,921841
2019-06;Espagne;Consommation brute;20,057154
2019-07;Espagne;Consommation brute;22,785567
2019-08;Espagne;Consommation brute;21,36501
2019-09;Espagne;Consommation brute;20,0317
2019-10;Espagne;Consommation brute;20,212851
2019-11;Espagne;Consommation brute;20,831693
2019-12;Espagne;Consommation brute;20,750987
2020-01;Espagne;Consommation brute;22,721606
2020-02;Espagne;Consommation brute;19,956574
2020-03;Espagne;Consommation brute;19,868898
2020-04;Espagne;Consommation brute;16,262856
2020-05;Espagne;Consommation brute;17,485334
2020-06;Espagne;Consommation brute;18,480374
2020-07;Espagne;Consommation brute;22,064602
2020-08;Espagne;Consommation brute;20,841551
2020-09;Espagne;Consommation brute;19,503628
2020-10;Espagne;Consommation brute;19,665569
2020-11;Espagne;Consommation brute;19,772561
2020-12;Espagne;Consommation brute;21,305602
2021-01;Espagne;Consommation brute;22,942657
2021-02;Espagne;Consommation brute;19,333691
2021-03;Espagne;Consommation brute;20,882039
2021-04;Espagne;Consommation brute;18,9604
2021-05;Espagne;Consommation brute;19,317545
2021-06;Espagne;Consommation brute;19,741818
2021-07;Espagne;Consommation brute;21,755245
2021-08;Espagne;Consommation brute;20,862788
2021-09;Espagne;Consommation brute;19,766354
2021-10;Espagne;Consommation brute;19,092446
2021-11;Espagne;Consommation brute;20,413506
2021-12;Espagne;Consommation brute;20,881645
2022-01;Espagne;Consommation brute;21,532897
2022-02;Espagne;Consommation brute;19,13173
2022-03;Espagne;Consommation brute;20,336752
2022-04;Espagne;Consommation brute;18,410464
2022-05;Espagne;Consommation brute;19,069702
2022-06;Espagne;Consommation brute;20,006406
2022-07;Espagne;Consommation brute;22,045774
2022-08;Espagne;Consommation brute;20,530018
2022-09;Espagne;Consommation brute;19,051755
2022-10;Espagne;Consommation brute;18,264835
2022-11;Espagne;Consommation brute;18,407844
2022-12;Espagne;Consommation brute;19,297343
2023-01;Espagne;Consommation brute;20,901196
2023-02;Espagne;Consommation brute;19,343004
2023-03;Espagne;Consommation brute;19,40775
2023-04;Espagne;Consommation brute;16,549162
2023-05;Espagne;Consommation brute;17,448568
2023-06;Espagne;Consommation brute;18,685437
2023-07;Espagne;Consommation brute;21,247308
2023-08;Espagne;Consommation brute;20,216931
2023-09;Espagne;Consommation brute;18,328443
2023-10;Espagne;Consommation brute;18,46934
2023-11;Espagne;Consommation brute;18,769259
2023-12;Espagne;Consommation brute;19,945208
2024-01;Espagne;Consommation brute;20,9895
2024-02;Espagne;Consommation brute;18,953014
2024-03;Espagne;Consommation brute;19,277949
2024-04;Espagne;Consommation brute;17,811465
2024-05;Espagne;Consommation brute;18,253418
2024-06;Espagne;Consommation brute;18,31371
2024-07;Espagne;Consommation brute;21,345053
2024-08;Espagne;Consommation brute;20,85635
2024-09;Espagne;Consommation brute;18,575824
2024-10;Espagne;Consommation brute;18,927232
2024-11;Espagne;Consommation brute;18,656383
2024-12;Espagne;Consommation brute;20,321215
2025-01;Espagne;Consommation brute;21,575159
2025-02;Espagne;Consommation brute;19,077225
2025-03;Espagne;Consommation brute;20,502838
2025-04;Espagne;Consommation brute;17,520125
2025-05;Espagne;Consommation brute;18,047658
2025-06;Espagne;Consommation brute;20,383505
2025-07;Espagne;Consommation brute;21,790629
2025-08;Espagne;Consommation brute;20,619417
2025-09;Espagne;Consommation brute;19,228751
2025-10;Espagne;Consommation brute;18,898839
2025-11;Espagne;Consommation brute;19,561889
2016-01;Finlande;Consommation brute;9,176170599
2016-02;Finlande;Consommation brute;7,519186398
2016-03;Finlande;Consommation brute;7,667449499
2016-04;Finlande;Consommation brute;6,75535919
2016-05;Finlande;Consommation brute;6,065491189
2016-06;Finlande;Consommation brute;5,689835711
2016-07;Finlande;Consommation brute;5,909852598
2016-08;Finlande;Consommation brute;6,164522305
2016-09;Finlande;Consommation brute;6,029313896
2016-10;Finlande;Consommation brute;7,112827703
2016-11;Finlande;Consommation brute;7,683797598
2016-12;Finlande;Consommation brute;7,925045905
2017-01;Finlande;Consommation brute;8,395323802
2017-02;Finlande;Consommation brute;7,679118504
2017-03;Finlande;Consommation brute;7,806180503
2017-04;Finlande;Consommation brute;6,942053903
2017-05;Finlande;Consommation brute;6,340454706
2017-06;Finlande;Consommation brute;5,736677708
2017-07;Finlande;Consommation brute;5,861128707
2017-08;Finlande;Consommation brute;6,141018688
2017-09;Finlande;Consommation brute;6,268843285
2017-10;Finlande;Consommation brute;7,058221597
2017-11;Finlande;Consommation brute;7,3235629
2017-12;Finlande;Consommation brute;7,781433101
2018-01;Finlande;Consommation brute;8,494255603
2018-02;Finlande;Consommation brute;8,178959699
2018-03;Finlande;Consommation brute;8,571514499
2018-04;Finlande;Consommation brute;6,873742102
2018-05;Finlande;Consommation brute;6,133457396
2018-06;Finlande;Consommation brute;5,765228207
2018-07;Finlande;Consommation brute;6,073496809
2018-08;Finlande;Consommation brute;6,311966197
2018-09;Finlande;Consommation brute;6,332548691
2018-10;Finlande;Consommation brute;7,248151099
2018-11;Finlande;Consommation brute;7,510375903
2018-12;Finlande;Consommation brute;8,260736499
2019-01;Finlande;Consommation brute;9,1354332
2019-02;Finlande;Consommation brute;7,668498199
2019-03;Finlande;Consommation brute;8,076375202
2019-04;Finlande;Consommation brute;6,644184499
2019-05;Finlande;Consommation brute;6,273005708
2019-06;Finlande;Consommation brute;5,564810401
2019-07;Finlande;Consommation brute;5,868880196
2019-08;Finlande;Consommation brute;6,071051908
2019-09;Finlande;Consommation brute;6,171175321
2019-10;Finlande;Consommation brute;7,10014909
2019-11;Finlande;Consommation brute;7,441689307
2019-12;Finlande;Consommation brute;7,423476297
2020-01;Finlande;Consommation brute;7,549667703
2020-02;Finlande;Consommation brute;7,0100047
2020-03;Finlande;Consommation brute;7,601230205
2020-04;Finlande;Consommation brute;6,582647883
2020-05;Finlande;Consommation brute;5,981452204
2020-06;Finlande;Consommation brute;5,350528298
2020-07;Finlande;Consommation brute;5,592293502
2020-08;Finlande;Consommation brute;5,748923602
2020-09;Finlande;Consommation brute;5,805706999
2020-10;Finlande;Consommation brute;6,622290302
2020-11;Finlande;Consommation brute;6,960688895
2020-12;Finlande;Consommation brute;7,547671594
2021-01;Finlande;Consommation brute;8,412662801
2021-02;Finlande;Consommation brute;8,090674196
2021-03;Finlande;Consommation brute;7,899372806
2021-04;Finlande;Consommation brute;6,72194641
2021-05;Finlande;Consommation brute;6,352746501
2021-06;Finlande;Consommation brute;5,714663396
2021-07;Finlande;Consommation brute;5,927983902
2021-08;Finlande;Consommation brute;6,074139409
2021-09;Finlande;Consommation brute;6,248024408
2021-10;Finlande;Consommation brute;6,868101597
2021-11;Finlande;Consommation brute;7,532771199
2021-12;Finlande;Consommation brute;8,8641363
2022-01;Finlande;Consommation brute;8,252125498
2022-02;Finlande;Consommation brute;7,182342103
2022-03;Finlande;Consommation brute;7,338721598
2022-04;Finlande;Consommation brute;6,565858788
2022-05;Finlande;Consommation brute;6,068557008
2022-06;Finlande;Consommation brute;5,636081601
2022-07;Finlande;Consommation brute;5,681032196
2022-08;Finlande;Consommation brute;5,906469795
2022-09;Finlande;Consommation brute;5,788420093
2022-10;Finlande;Consommation brute;6,359803942
2022-11;Finlande;Consommation brute;6,861320996
2022-12;Finlande;Consommation brute;7,577693093
2023-01;Finlande;Consommation brute;7,615356504
2023-02;Finlande;Consommation brute;6,813359202
2023-03;Finlande;Consommation brute;7,552825905
2023-04;Finlande;Consommation brute;6,318417703
2023-05;Finlande;Consommation brute;5,846295449
2023-06;Finlande;Consommation brute;5,299575699
2023-07;Finlande;Consommation brute;5,376160775
2023-08;Finlande;Consommation brute;5,667677904
2023-09;Finlande;Consommation brute;5,5899953
2023-10;Finlande;Consommation brute;6,938147424
2023-11;Finlande;Consommation brute;7,595382529
2023-12;Finlande;Consommation brute;8,333196653
2024-01;Finlande;Consommation brute;9,245327725
2024-02;Finlande;Consommation brute;7,950322775
2024-03;Finlande;Consommation brute;7,220651449
2024-04;Finlande;Consommation brute;6,616201398
2024-05;Finlande;Consommation brute;5,986190075
2024-06;Finlande;Consommation brute;5,468482976
2024-07;Finlande;Consommation brute;5,752478943
2024-08;Finlande;Consommation brute;6,016680107
2024-09;Finlande;Consommation brute;5,785750026
2024-10;Finlande;Consommation brute;6,705048255
2024-11;Finlande;Consommation brute;7,182439249
2024-12;Finlande;Consommation brute;8,034889649
2025-01;Finlande;Consommation brute;8,3533041
2025-02;Finlande;Consommation brute;7,720503
2025-03;Finlande;Consommation brute;7,785795952
2025-04;Finlande;Consommation brute;6,930929682
2025-05;Finlande;Consommation brute;6,6595771
2025-06;Finlande;Consommation brute;5,876143847
2025-07;Finlande;Consommation brute;6,04990465
2025-08;Finlande;Consommation brute;6,269134172
2025-09;Finlande;Consommation brute;6,054320776
2025-10;Finlande;Consommation brute;7,010196454
2025-11;Finlande;Consommation brute;7,618906277
2016-01;France;Consommation brute;50,08056591
2016-02;France;Consommation brute;46,36012841
2016-03;France;Consommation brute;47,1845932
2016-04;France;Consommation brute;39,01385581
2016-05;France;Consommation brute;34,68267866
2016-06;France;Consommation brute;32,77480933
2016-07;France;Consommation brute;33,65639626
2016-08;France;Consommation brute;32,08265511
2016-09;France;Consommation brute;33,19482668
2016-10;France;Consommation brute;38,5394277
2016-11;France;Consommation brute;44,21956574
2016-12;France;Consommation brute;50,59945467
2017-01;France;Consommation brute;57,29936047
2017-02;France;Consommation brute;43,77360623
2017-03;France;Consommation brute;42,63512587
2017-04;France;Consommation brute;36,5326704
2017-05;France;Consommation brute;34,92875246
2017-06;France;Consommation brute;33,26784755
2017-07;France;Consommation brute;33,79156055
2017-08;France;Consommation brute;32,02968481
2017-09;France;Consommation brute;33,54342574
2017-10;France;Consommation brute;36,52792958
2017-11;France;Consommation brute;44,82712887
2017-12;France;Consommation brute;51,61217403
2018-01;France;Consommation brute;48,58393334
2018-02;France;Consommation brute;50,06379987
2018-03;France;Consommation brute;48,33994795
2018-04;France;Consommation brute;36,18625996
2018-05;France;Consommation brute;33,89400106
2018-06;France;Consommation brute;32,51606432
2018-07;France;Consommation brute;34,52964679
2018-08;France;Consommation brute;32,35535722
2018-09;France;Consommation brute;32,618405
2018-10;France;Consommation brute;37,00937283
2018-11;France;Consommation brute;43,64856401
2018-12;France;Consommation brute;47,43539623
2019-01;France;Consommation brute;54,00739902
2019-02;France;Consommation brute;44,17732838
2019-03;France;Consommation brute;43,00120855
2019-04;France;Consommation brute;37,81755091
2019-05;France;Consommation brute;35,4922102
2019-06;France;Consommation brute;32,46094975
2019-07;France;Consommation brute;34,50787985
2019-08;France;Consommation brute;31,48255977
2019-09;France;Consommation brute;32,11903989
2019-10;France;Consommation brute;36,24743399
2019-11;France;Consommation brute;43,81412599
2019-12;France;Consommation brute;46,8390902
2020-01;France;Consommation brute;49,59865587
2020-02;France;Consommation brute;43,25833534
2020-03;France;Consommation brute;41,38078346
2020-04;France;Consommation brute;30,59602486
2020-05;France;Consommation brute;30,57594988
2020-06;France;Consommation brute;30,72215761
2020-07;France;Consommation brute;32,93730197
2020-08;France;Consommation brute;31,4109125
2020-09;France;Consommation brute;32,28643563
2020-10;France;Consommation brute;38,3105248
2020-11;France;Consommation brute;39,80171117
2020-12;France;Consommation brute;47,59963832
2021-01;France;Consommation brute;52,92966194
2021-02;France;Consommation brute;42,96858853
2021-03;France;Consommation brute;43,82752798
2021-04;France;Consommation brute;37,68445035
2021-05;France;Consommation brute;34,94486903
2021-06;France;Consommation brute;31,99004207
2021-07;France;Consommation brute;32,90291306
2021-08;France;Consommation brute;31,15465521
2021-09;France;Consommation brute;32,31406011
2021-10;France;Consommation brute;36,81230868
2021-11;France;Consommation brute;44,51383001
2021-12;France;Consommation brute;49,46840511
2022-01;France;Consommation brute;52,50873074
2022-02;France;Consommation brute;43,21937674
2022-03;France;Consommation brute;42,98736409
2022-04;France;Consommation brute;37,17004803
2022-05;France;Consommation brute;32,87650791
2022-06;France;Consommation brute;32,33763226
2022-07;France;Consommation brute;33,72646851
2022-08;France;Consommation brute;31,84190795
2022-09;France;Consommation brute;31,73410941
2022-10;France;Consommation brute;32,34445506
2022-11;France;Consommation brute;37,11140226
2022-12;France;Consommation brute;46,07157924
2023-01;France;Consommation brute;46,94401948
2023-02;France;Consommation brute;41,81448019
2023-03;France;Consommation brute;40,80853333
2023-04;France;Consommation brute;35,24731161
2023-05;France;Consommation brute;31,61981569
2023-06;France;Consommation brute;30,7981279
2023-07;France;Consommation brute;32,1867944
2023-08;France;Consommation brute;30,82728241
2023-09;France;Consommation brute;31,11716755
2023-10;France;Consommation brute;33,15636639
2023-11;France;Consommation brute;39,49671792
2023-12;France;Consommation brute;44,43558514
2024-01;France;Consommation brute;48,77501926
2024-02;France;Consommation brute;40,07695278
2024-03;France;Consommation brute;39,77491105
2024-04;France;Consommation brute;35,19843538
2024-05;France;Consommation brute;32,150256
2024-06;France;Consommation brute;30,78415023
2024-07;France;Consommation brute;32,69660513
2024-08;France;Consommation brute;31,30550652
2024-09;France;Consommation brute;31,31359242
2024-10;France;Consommation brute;34,4251582
2024-11;France;Consommation brute;39,50456937
2024-12;France;Consommation brute;46,34242085
2025-01;France;Consommation brute;49,68397449
2025-02;France;Consommation brute;42,33940332
2025-03;France;Consommation brute;40,70044109
2025-04;France;Consommation brute;33,25563294
2025-05;France;Consommation brute;31,15961958
2025-06;France;Consommation brute;31,5752029
2025-07;France;Consommation brute;32,79283198
2025-08;France;Consommation brute;30,96111027
2025-09;France;Consommation brute;31,44330711
2025-10;France;Consommation brute;34,97576503
2025-11;France;Consommation brute;39,97774994
2016-01;Grèce;Consommation brute;4,590902982
2016-02;Grèce;Consommation brute;3,889224065
2016-03;Grèce;Consommation brute;4,070115443
2016-04;Grèce;Consommation brute;3,597753222
2016-05;Grèce;Consommation brute;3,683110279
2016-06;Grèce;Consommation brute;4,396513
2016-07;Grèce;Consommation brute;5,080277
2016-08;Grèce;Consommation brute;4,650959
2016-09;Grèce;Consommation brute;3,913257
2016-10;Grèce;Consommation brute;3,72415
2016-11;Grèce;Consommation brute;3,992056
2016-12;Grèce;Consommation brute;4,811951
2017-01;Grèce;Consommation brute;5,14005
2017-02;Grèce;Consommation brute;4,099885
2017-03;Grèce;Consommation brute;4,103033
2017-04;Grèce;Consommation brute;3,668753
2017-05;Grèce;Consommation brute;3,819014
2017-06;Grèce;Consommation brute;4,235167
2017-07;Grèce;Consommation brute;4,950194
2017-08;Grèce;Consommation brute;4,835018
2017-09;Grèce;Consommation brute;4,109207312
2017-10;Grèce;Consommation brute;3,893487726
2017-11;Grèce;Consommation brute;4,150616309
2017-12;Grèce;Consommation brute;4,566429386
2018-01;Grèce;Consommation brute;4,716962479
2018-02;Grèce;Consommation brute;4,156862742
2018-03;Grèce;Consommation brute;4,175874392
2018-04;Grèce;Consommation brute;3,648979765
2018-05;Grèce;Consommation brute;3,87521418
2018-06;Grèce;Consommation brute;4,255155899
2018-07;Grèce;Consommation brute;4,981456309
2018-08;Grèce;Consommation brute;4,668557855
2018-09;Grèce;Consommation brute;4,130193161
2018-10;Grèce;Consommation brute;3,796304326
